,arrestnumber,page_num,charges,charge_type,charge_counts,charge_IBRcode,charge_statutenumber,charge_warrantdate,chargenum
19549,318932,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,07/01/2020,1
19550,308012,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,12/02/2018,1
19551,308012,0.0,Interacting With Or Impeding Traffic On Roadways,Misd,1.0,90Z,CO 54-84,12/02/2018,2
19552,309236,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,12/25/2018,1
19553,309236,0.0,Injury To Personal Property,Misd,2.0,290,14-160,12/25/2018,2
19554,309918,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,09/17/2018,1
19555,309918,0.0,Possessing Stolen Goods,Misd,1.0,280,14-71.1,09/17/2018,2
19556,309918,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,09/18/2018,3
19557,309917,0.0,Parole Violation,Misd,1.0,90Z,15A-1376,03/08/2018,1
19558,318350,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/25/2020,1
19559,318350,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/25/2020,2
19560,318350,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/10/2020,3
19561,315053,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),11/11/2019,1
19562,320591,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),10/09/2020,1
19563,320591,0.0,Sexual Battery,Misd,1.0,90Z,14-27.33,10/09/2020,2
19564,313876,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),09/16/2019,1
19565,330294,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),12/15/2021,1
19566,329398,0.0,Robbery With Firearms Or Other DangerousWeapons,Fel,1.0,120,14-87,02/01/2022,1
19567,329398,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),02/01/2022,2
19568,324014,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,04/22/2021,1
19569,314944,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),11/05/2019,1
19570,311610,0.0,Injury To Personal Property,Misd,1.0,290,14-160,06/01/2019,1
19571,311610,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,06/01/2019,2
19572,317429,0.0,Embezzlement Prop. Rec. By Virtue OfOffice/employment,Fel,1.0,270,14-90,02/12/2020,1
19573,317429,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),02/12/2020,2
19574,317429,0.0,False Report To Police Radio BroadcastingStation,Misd,1.0,90Z,14-225,02/12/2020,3
19575,308666,0.0,Larceny (felony),Fel,4.0,23H,14-72(A) F,01/10/2019,1
19576,309071,0.0,Larceny From A Merchant,Fel,1.0,23C,14-72.11,01/10/2019,1
19577,327005,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),11/05/2021,1
19578,325366,0.0,Fugitive From Justice,Fel,1.0,90Z,15A-733,07/14/2021,1
19579,325264,0.0,Fugitive From Justice,Fel,1.0,90Z,15A-733,07/02/2021,1
19580,316523,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),01/18/2020,1
19581,316523,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,01/18/2020,2
19582,314404,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,10/10/2019,1
19583,314404,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,10/10/2019,2
19584,326982,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,09/21/2021,1
19585,326982,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,09/22/2021,2
19586,322844,0.0,Robbery With Firearms Or Other DangerousWeapons,Fel,1.0,120,14-87,04/11/2021,1
19587,322844,0.0,Child Abuse A General Misdemeanor,Misd,1.0,90F,14-318.2,04/11/2021,2
19588,317523,0.0,Shoplifting,Misd,1.0,23C,14-72.1,03/19/2020,1
19589,317555,0.0,Shoplifting,Misd,1.0,23C,14-72.1,03/23/2020,1
19590,317958,0.0,Shoplifting,Misd,1.0,23C,14-72.1,04/25/2020,1
19591,319679,0.0,Concealment Of Merchandise,Misd,1.0,23C,14-72.1(A),08/22/2020,1
19592,319679,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,08/22/2020,2
19593,319681,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,07/14/2020,1
19594,311420,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,05/21/2019,1
19595,311420,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,05/21/2019,2
19596,311420,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,05/21/2019,3
19597,311420,0.0,Identity Theft,Fel,1.0,26F,14-113.20,05/21/2019,4
19598,311420,0.0,Identity Theft,Fel,1.0,26F,14-113.20,05/23/2019,5
19599,314091,0.0,Fail To Appear-release Order,Fel,2.0,90Z,15A-305(B)(2),09/18/2019,1
19600,330254,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,04/26/2022,1
19601,312934,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,07/30/2019,1
19602,312934,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,07/20/2019,2
19603,309898,0.0,Assault In Presence Of A Minor,Misd,1.0,13B,14-33(D),03/10/2019,1
19604,309898,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,03/10/2019,2
19605,321496,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),01/06/2021,1
19606,311402,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),07/24/2018,1
19607,311402,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,07/24/2018,2
19608,311402,0.0,Injury To Personal Property,Misd,1.0,290,14-160,07/24/2018,3
19609,311402,0.0,Interfering With EmergencyCommunication,Misd,1.0,90Z,14-286.2,07/24/2018,4
19610,311403,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),03/24/2018,1
19611,311403,0.0,Battery On An Unborn Child,Misd,1.0,13B,14-23.6,03/24/2018,2
19612,311403,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,03/24/2018,3
19613,311404,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,09/30/2018,1
19614,311404,0.0,Injury To Personal Property,Misd,1.0,290,14-160,09/30/2018,2
19615,311404,0.0,Unauthorized Use Of Motor Vehicle,Misd,1.0,90Z,14-72.2,09/30/2018,3
19616,311405,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),03/29/2018,1
19617,318482,0.0,Discharing Firearm Into Occupied Property,Fel,1.0,13A,14-34.1,05/15/2020,1
19618,318482,0.0,Assault With Deadly Weapon With Intent To Kill,Fel,1.0,13A,14-32(C),05/15/2020,2
19619,318482,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,05/22/2020,3
19620,318482,0.0,Vandalism-to Real Property Willful AndWanton Injury,Misd,1.0,290,14-127,05/15/2020,4
19621,318483,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,05/11/2020,1
19622,325332,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,07/08/2021,1
19623,310364,0.0,Shoplifting,Misd,1.0,23C,14-72.1,04/01/2019,1
19624,321403,0.0,Assault Inflict Serious Injury Or Awdw,Misd,1.0,13A,14-33(C1),01/01/2021,1
19625,321403,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,01/01/2021,2
19626,321403,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,01/01/2021,3
19627,321402,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),10/15/2020,1
19628,330144,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/18/2022,1
19629,330144,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/18/2022,2
19630,330145,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/18/2022,1
19631,330145,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/18/2022,2
19632,317927,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,04/22/2020,1
19633,309408,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,10/17/2018,1
19634,309408,0.0,Possession Of Firearms  Etc By Felon Prohibited,Fel,1.0,520,14-415.1,01/13/2019,2
19635,309408,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,01/13/2019,3
19636,308708,0.0,Possession Of Firearms  Etc By Felon Prohibited,Fel,1.0,520,14-415.1,01/13/2019,1
19637,308708,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,01/13/2019,2
19638,309276,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,02/08/2019,1
19639,309276,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,02/08/2019,2
19640,309277,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,02/08/2019,1
19641,309874,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/12/2019,1
19642,309874,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/19/2019,2
19643,309874,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/19/2019,3
19644,309874,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),03/08/2019,4
19645,325199,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,07/10/2021,1
19646,325199,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,07/10/2021,2
19647,315642,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,12/03/2019,1
19648,316539,0.0,Concealment Of Merchandise,Misd,1.0,23C,14-72.1(A),01/19/2020,1
19649,327360,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,02/15/2021,1
19650,327360,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,02/15/2021,2
19651,327361,0.0,Kidnapping/hold For Ransom,Fel,1.0,100,14-39(A1),02/02/2021,1
19652,327361,0.0,First Degree Forcible Rape,Fel,1.0,11A,14-27.21,02/02/2021,2
19653,327361,0.0,First Degree Forcible Sexual Offense,Fel,1.0,90Z,14-27.26,02/02/2021,3
19654,317303,0.0,Shoplifting,Misd,1.0,23C,14-72.1,02/27/2020,1
19655,308813,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),01/17/2019,1
19656,308813,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),01/17/2019,2
19657,308813,0.0,Contempt Of Court / Violating Orders Of Court,Misd,1.0,90Z,14-226.1,01/17/2019,3
19658,308850,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),01/19/2019,1
19659,318830,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),06/12/2020,1
19660,316960,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,02/10/2020,1
19661,327778,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),01/16/2022,1
19662,312200,0.0,Interfering With Emergency Communication,Misd,1.0,90Z,14-286.2,06/24/2019,1
19663,312729,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,06/26/2019,1
19664,327852,0.0,Assault Inflict Serious Injury Or Awdw,Fel,1.0,13A,14-33(C1),10/20/2021,1
19665,326639,0.0,Assault Inflict Serious Injury Or Awdw,Misd,1.0,13A,14-33(C1),10/20/2021,1
19666,326639,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,10/20/2021,2
19667,320112,0.0,Discharging Weapons Generally,Misd,1.0,520,CO 46-21,09/26/2020,1
19668,313977,0.0,Possess W/i/t M/s/d Control Substance Schedule I,Fel,1.0,35A,90-95(A1)P1,09/19/2019,1
19669,320437,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,09/27/2020,1
19670,316422,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),03/13/2019,1
19671,318436,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,05/26/2020,1
19672,318522,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,05/29/2020,1
19673,319409,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,06/01/2020,1
19674,319132,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,11/21/2019,1
19675,319018,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),07/07/2020,1
19676,319018,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,11/21/2019,2
19677,325754,0.0,Indecent Exposure,Misd,1.0,90C,14-190.9,08/18/2021,1
19678,328272,0.0,Possess Witm/s/d Controll Substance Schedule Vi,Fel,1.0,35A,90-95(A1)P6,02/17/2022,1
19679,328272,0.0,Possess Wit M/s/d Control Substance Schedule Ii,Fel,1.0,35A,90-95(A1)P2,02/17/2022,2
19680,328272,0.0,Possess Wit M/s/d Control Substance Schedule Ii,Fel,1.0,35A,90-95(A1)P2,02/17/2022,3
19681,328272,0.0,Maintain Dwelling/veh For ControlledSubstance,Fel,1.0,35A,90-108(A7),02/17/2022,4
19682,328272,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,02/17/2022,5
19683,328272,0.0,Possession Of Firearms  Etc By FelonProhibited,Fel,1.0,520,14-415.1,02/17/2022,6
19684,322480,0.0,Breaking And Entering Building  (misdemeanor),Misd,1.0,220,14-54(B),03/10/2021,1
19685,324112,0.0,Assault By Pointing A Gun,Misd,1.0,13A,14-34,04/20/2021,1
19686,324112,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),04/20/2021,2
19687,324112,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,04/20/2021,3
19688,326457,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),09/30/2021,1
19689,326757,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),10/23/2021,1
19690,326757,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,10/23/2021,2
19691,326757,0.0,Breaking Or Entering Buildings Generally,Fel,1.0,220,14-54,10/23/2021,3
19692,327588,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),12/25/2021,1
19693,327588,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,12/25/2021,2
19694,322170,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),02/21/2021,1
19695,312425,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,07/09/2019,1
19696,312425,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,07/09/2019,2
19697,312425,0.0,Larceny After Burglary/b&e,Fel,1.0,23H,14-72(B2),07/09/2019,3
19698,312425,0.0,Obtaining Property By False Pretenses,Fel,6.0,26A,14-100,07/09/2019,4
19699,312425,0.0,Identity Theft,Fel,6.0,26F,14-113.20,07/09/2019,5
19700,312425,0.0,Conspiracy To Commit Felony,Fel,6.0,90Z,14-2.4(A),07/09/2019,6
19701,312426,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),06/27/2019,1
19702,314350,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),09/19/2019,1
19703,314350,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),10/08/2019,2
19704,314350,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),09/19/2019,3
19705,314350,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),09/19/2019,4
19706,314350,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),09/19/2019,5
19707,314350,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),09/19/2019,6
19708,314350,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),09/19/2019,7
19709,314351,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),09/19/2019,1
19710,318372,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,05/22/2020,1
19711,309716,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,03/02/2019,1
19712,318775,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,03/04/2020,1
19713,318775,0.0,Failure To Stop At Stoplight At Intersection,Misd,1.0,9914,20-158(B2),03/04/2020,2
19714,318775,0.0,Hit And Run (misdemeanor),Misd,1.0,9914,20-166(C),03/04/2020,3
19715,318775,0.0,Drive While License Revoked Impaired RevBased,Misd,1.0,9914,20-28(A1),03/04/2020,4
19716,324728,0.0,Assault With Deadly Weapon W/intent To Kill OrIsi,Fel,2.0,13A,14-32,05/14/2021,1
19717,324728,0.0,Discharing Firearm Into Occupied Property,Fel,1.0,13A,14-34.1,05/19/2021,2
19718,324728,0.0,Injury To Personal Property,Misd,3.0,290,14-160,05/19/2021,3
19719,324728,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),05/14/2021,4
19720,310419,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,04/04/2019,1
19721,309256,0.0,Assault By Strangulation Inflict Physical Injury,Fel,1.0,13A,14-32.4(B),02/06/2019,1
19722,309256,0.0,Interfering With Emergency Communication,Misd,1.0,90Z,14-286.2,02/06/2019,2
19723,325315,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,07/18/2021,1
19724,321392,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,12/31/2020,1
19725,308099,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,12/07/2018,1
19726,308099,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,12/07/2018,2
19727,322840,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,04/10/2021,1
19728,324409,0.0,No Financial Responsibility,Misd,1.0,9914,20-313,05/18/2021,1
19729,314435,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,10/11/2019,1
19730,314435,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,10/11/2019,2
19731,318941,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,07/01/2020,1
19732,318941,0.0,Conspiracy To Commit Misdemeanor,Misd,1.0,90Z,14-2.4(B),07/01/2020,2
19733,326637,0.0,Conspiracy To Commit Misdemeanor,Misd,1.0,90Z,14-2.4(B),10/20/2021,1
19734,326638,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,09/29/2021,1
19735,314920,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,10/12/2019,1
19736,325218,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),07/12/2021,1
19737,325218,0.0,Disorderly Conduct,Misd,1.0,90C,14-288.4,07/12/2021,2
19738,311221,0.0,Larceny By Servants And Other Employees,Fel,1.0,270,14-74,05/14/2019,1
19739,322849,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,04/11/2021,1
19740,322849,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),04/11/2021,2
19741,322849,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,04/11/2021,3
19742,309830,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,02/22/2019,1
19743,318082,0.0,Shoplifting,Misd,1.0,23C,14-72.1,05/03/2020,1
19744,329859,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,02/21/2022,1
19745,310881,0.0,Shoplifting,Misd,1.0,23C,14-72.1,04/29/2019,1
19746,310881,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,04/29/2019,2
19747,310881,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,04/29/2019,3
19748,311367,0.0,Concealment Of Merchandise,Misd,1.0,23C,14-72.1(A),05/20/2019,1
19749,312800,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,07/28/2019,1
19750,312797,0.0,Common Law Robbery,Fel,1.0,120,14-87.1,07/16/2019,1
19751,312799,0.0,Shoplifting,Misd,1.0,23C,14-72.1,07/12/2019,1
19752,312798,0.0,Assault Inflict Serious Injury Or Awdw,Misd,1.0,13A,14-33(C1),07/10/2019,1
19753,312798,0.0,Injury To Personal Property,Misd,1.0,290,14-160,07/10/2019,2
19754,325828,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/12/2021,1
19755,325828,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/12/2021,2
19756,325828,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/12/2021,3
19757,325828,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/12/2021,4
19758,325828,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/19/2021,5
19759,314284,0.0,Shoplifting,Misd,1.0,23C,14-72.1,10/05/2019,1
19760,324255,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),03/03/2021,1
19761,309756,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),06/14/2012,1
19762,319412,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,07/28/2020,1
19763,307578,0.0,Fail To Appear,Misd,1.0,90Z,15A-305(B)(2),10/31/2018,1
19764,311657,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),06/04/2019,1
19765,309654,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/15/2019,1
19766,309654,0.0,Probation Violation,Fel,1.0,90Z,15A-305(B)4,02/26/2019,2
19767,326114,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,09/14/2021,1
19768,326114,0.0,Careless And Reckless Driving,Misd,1.0,9914,20-140,09/14/2021,2
19769,326114,0.0,Speeding - Failure To Reduce To Avoid Accident,Misd,1.0,9914,20-141(M),09/14/2021,3
19770,324299,0.0,Possess Control Substance Schedule Iv,Misd,1.0,35A,90-95(A3)4,05/10/2021,1
19771,324299,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,05/10/2021,2
19772,324299,0.0,Drive While License Revoked Impaired Rev Based,Misd,1.0,9914,20-28(A1),05/10/2021,3
19773,314997,0.0,Hit And Run (misdemeanor),Misd,1.0,9914,20-166(C),11/08/2019,1
19774,329416,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,02/25/2022,1
19775,326961,0.0,False Imprisonment (common Law),Misd,1.0,90Z,FALSEIMP,11/07/2021,1
19776,309499,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,02/04/2019,1
19777,316682,0.0,Possessing Stolen Goods,Fel,1.0,280,14-71.1,01/26/2020,1
19778,316682,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,01/26/2020,2
19779,316682,0.0,Possession Of Firearms  Etc By Felon Prohibited,Fel,1.0,520,14-415.1,01/26/2020,3
19780,316683,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,01/26/2020,1
19781,316683,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,12/04/2019,2
19782,322203,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/24/2021,1
19783,311860,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),06/12/2019,1
19784,319461,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,08/07/2020,1
19785,319461,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,08/07/2020,2
19786,319461,0.0,Speed To Elude Arrest,Fel,1.0,9914,20-141.5,08/07/2020,3
19787,319461,0.0,Hit And Run (misdemeanor),Misd,4.0,9914,20-166(C),08/07/2020,4
19788,310030,0.0,Larceny From A Merchant-rem/dest/deactAntishoplift Device,Fel,1.0,23C,14-72.11(2),03/16/2019,1
19789,310030,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,03/16/2019,2
19790,310030,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),03/16/2019,3
19791,317864,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),04/18/2020,1
19792,330712,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),02/07/2022,1
19793,318898,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,06/14/2020,1
19794,307886,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,11/26/2018,1
19795,307886,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,11/26/2018,2
19796,307886,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),11/26/2018,3
19797,325728,0.0,Violate Domestic Violence Protective Order,Misd,1.0,90Z,50B-4.1,01/16/2021,1
19798,318286,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),05/16/2020,1
19799,318286,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,05/16/2020,2
19800,318286,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,05/16/2020,3
19801,326436,0.0,Assault Inflict Serious Injury Or Awdw,Misd,1.0,13A,14-33(C1),10/05/2021,1
19802,326436,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),10/05/2021,2
19803,326436,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,10/05/2021,3
19804,319845,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),09/06/2020,1
19805,319845,0.0,Drive While License Revoked Not Impaired RevBased,Misd,1.0,9914,20-28(A),09/06/2020,2
19806,328174,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,02/12/2022,1
19807,328174,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,02/12/2022,2
19808,311422,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),06/08/2018,1
19809,311424,0.0,Concealment Of Merchandise,Misd,1.0,23C,14-72.1(A),05/23/2019,1
19810,321322,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,12/25/2020,1
19811,321322,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,12/25/2020,2
19812,321323,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),09/03/2019,1
19813,321323,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),09/24/2019,2
19814,317745,0.0,True Bill Of Indictment,Fel,6.0,90Z,15A-305(B)(1),03/17/2020,1
19815,312718,0.0,Simple Possession Of Schedule Ii ControlSubstance,Misd,1.0,35A,90-95(D)(2),07/24/2019,1
19816,326543,0.0,Possession Of Firearms  Etc By Felon Prohibited,Fel,1.0,520,14-415.1,10/09/2021,1
19817,326543,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,10/09/2021,2
19818,315596,0.0,Discharing Firearm Into Occupied Property,Fel,1.0,13A,14-34.1,12/04/2019,1
19819,315596,0.0,Injury To Personal Property,Misd,2.0,290,14-160,12/04/2019,2
19820,315596,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),12/04/2019,3
19821,327053,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,11/16/2020,1
19822,327053,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,11/16/2020,2
19823,313118,0.0,Breaking And Entering Building  (felony),Fel,1.0,220,14-54(A),08/11/2019,1
19824,313118,0.0,Possession Of Firearms  Etc By Felon Prohibited,Fel,1.0,520,14-415.1,08/11/2019,2
